(1) Saldo de la cartera a la fecha de corte del reporte,(2) Vigente,(3) Vencida 1-2 Meses,(4) Vencida 2-3 Meses,(5) Vencida 1-3 Meses,(6) Vencida 3-4 Meses,(7) Vencida > de 4 Meses,(8) Vencida 3-6 Meses,(9) Vencida +6 meses,(10) Vencida 1-4 meses,(11) Vencida 4-6 meses,(12) Vencida 6-12 meses,(13) Vencida 12-18 meses,(14) Vencida > 12 meses,(15) Vencida > 18 meses,(16) Número de clientes Mora > 30 días,(17) Calificación de Riesgo A / Número de Clientes,(18) Calificación de Riesgo A / Saldo,(19) Calificación de Riesgo B / Número de Clientes,(20) Calificación de Riesgo B / Saldo,(21) Calificación de Riesgo C / Número de Clientes,(22) Calificación de Riesgo C / Saldo,(23) Calificación de Riesgo D / Número de Clientes,(24) Calificación de Riesgo D / Saldo,(25) Calificación de Riesgo E / Número de Clientes,(26) Calificación de Riesgo E / Saldo,año,mes,dia
4800220372265.0,4561108546266.0,32616245138.0,32442204486.0,0.0,18061915982.0,155991460393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67114,604923,4379522262813.0,16384,91694958569.0,17415,108445639264.0,8050,39824984537.0,45340,180732527082.0,2022,2,28
4902967572247.0,4676029545535.0,33917615721.0,20983832433.0,0.0,26582795362.0,145453783196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61796,613316,4495208120175.0,16122,92386872505.0,15686,98442008907.0,8922,46862300764.0,41774,170068269896.0,2022,3,31
5013555357393.0,4781989254525.0,30839497684.0,24183614378.0,0.0,17776137997.0,158766852809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63965,620161,4602527450928.0,15685,89490839081.0,16100,101779803531.0,7279,36291358646.0,44986,183465905207.0,2022,4,30
5112247009989.0,4880445897567.0,32868598681.0,20395233809.0,0.0,20190754837.0,158346525095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63502,626018,4700538779873.0,16015,91931127152.0,15581,100347600039.0,7400,37641254344.0,44313,181788248581.0,2022,5,31
5157805583235.0,4930498464355.0,32076532652.0,22700454536.0,0.0,17155798757.0,155374332935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57803,626058,4731297425489.0,17177,101443341193.0,16843,110897564121.0,7138,36332410997.0,39573,177834841435.0,2022,6,30
5236370244360.0,4977970668771.0,58890765337.0,21979138646.0,0.0,18969239215.0,158560432391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63771,625587,4781904983560.0,20257,125728709212.0,16713,110310230427.0,7331,37553683347.0,40639,180872637814.0,2022,7,31
5362041445467.0,5107410878551.0,37036766491.0,38630405482.0,0.0,18525865013.0,160437529930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64562,633307,4907437255960.0,17021,104777723984.0,19233,130609530855.0,6984,36225277482.0,42434,182991657186.0,2022,8,31
5492273802282.0,5238117286447.0,38907802904.0,25215481738.0,0.0,32062159321.0,157971071872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62538,637942,5011600526031.0,18333,118884119412.0,19019,130115174747.0,9237,51200087058.0,40760,180473895034.0,2022,9,30
5594752657299.0,5324198340044.0,44590506827.0,28150635385.0,0.0,21228618048.0,176584556995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65981,642214,5097820162713.0,18913,124803885504.0,19412,134154315508.0,7350,38862749453.0,44361,199111544121.0,2022,10,31
5666332791998.0,5383928542336.0,45842289564.0,31854503220.0,0.0,24459360073.0,180248096805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69808,643989,5155838276392.0,19148,125677250061.0,19899,140255099284.0,7629,41811524490.0,46517,202750641771.0,2022,11,30
5722996777971.0,5425780100006.0,51466172632.0,32723539123.0,0.0,27325947338.0,185701018872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68656,642049,5186196566223.0,19457,130758003813.0,22004,152976999092.0,7970,45033736821.0,44658,208031472022.0,2022,12,31
5799817283942.0,5447981460960.0,84139356436.0,37747007938.0,0.0,27399834001.0,202549624607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77253,641456,5207822518199.0,22515,162092859701.0,22396,159663290873.0,7973,44694970198.0,47878,225543644971.0,2023,1,31
5868510101853.0,5509552368718.0,58955152217.0,61878551291.0,0.0,29990539395.0,208133490232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79867,790257,5268880859284.0,22895,136944250473.0,30033,183241249588.0,9254,47385539837.0,59631,232058202671.0,2023,2,28
5991848854616.0,5615376224276.0,70482470691.0,40891140007.0,0.0,52180458403.0,212918561239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80914,647926,5359742301982.0,21132,153977161527.0,23361,169889917810.0,10625,70723822761.0,50382,237515650536.0,2023,3,31
6067034117605.0,5667577119010.0,66737579244.0,52786972976.0,0.0,35259768498.0,244672677877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86088,649464,5409227521155.0,20712,152000066918.0,24453,181787696831.0,8398,52911227332.0,56306,271107605369.0,2023,4,30
6176511203777.0,5763812080163.0,65479313943.0,47166647266.0,0.0,44257251766.0,255795910639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88903,654768,5504712045427.0,20187,149942430134.0,23559,177090557664.0,9164,62106979613.0,59075,282659190939.0,2023,5,31
6261088600103.0,5844714760570.0,65423275023.0,48190110708.0,0.0,40589958122.0,262170495680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86413,659098,5579184266856.0,20132,151920220855.0,23724,182900560150.0,8144,57019261502.0,57623,290064290740.0,2023,6,30
6334558388245.0,5823061501741.0,151518606430.0,50304954460.0,0.0,41853735041.0,267819590573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100877,651404,5547928602901.0,28807,235557741287.0,24623,195185921122.0,8236,58537567430.0,59693,297348555505.0,2023,7,31
6453978777578.0,5929343910626.0,80784960524.0,113021561085.0,0.0,43999121990.0,286829223353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102973,656151,5649081053887.0,20791,160793103810.0,31643,265072811254.0,8437,61384338061.0,62206,317647470566.0,2023,8,31
6607212230140.0,6063327744861.0,82036298205.0,60542906309.0,0.0,97231784326.0,304073496439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103417,660919,5760031630934.0,21070,165838312968.0,27546,226351940065.0,14214,118048100262.0,62843,336942245911.0,2023,9,30
6716859180197.0,6135829592130.0,99801953030.0,65087996788.0,0.0,53366454136.0,362773184113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109022,661493,5824511636617.0,23106,183265199558.0,28348,236038403284.0,9152,71091331807.0,69591,401952608931.0,2023,10,31
6812333535269.0,6206663812968.0,91675005733.0,76547472236.0,0.0,58030561769.0,379416682563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114527,662873,5893778166923.0,22196,173079501628.0,29503,248485780987.0,9746,76680661329.0,72811,420309424402.0,2023,11,30
6851135243622.0,6219218033569.0,100909804540.0,72319552656.0,0.0,66358727747.0,392329125110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117085,661049,5897597220789.0,22853,182927913459.0,29543,248428880232.0,10884,87322601843.0,73589,434858627299.0,2023,12,31
6952828115956.0,6179866174551.0,209302916560.0,74857839711.0,0.0,61986629857.0,426814555277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136070,654769,5865226754251.0,31090,279075971283.0,29468,253045981219.0,10414,82195887766.0,80247,473283521437.0,2024,1,31
7043774989065.0,6291671742045.0,98602257449.0,157814430119.0,0.0,63397563204.0,432288996248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133110,660206,5961064282765.0,22090,181912611122.0,36536,333495325482.0,10407,85895896417.0,79938,481406873279.0,2024,2,29
